"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"6111",1490,994000,44135680,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate] by Seroyal",667,NA,NA,NA,NA,NA,NA,NA,NA
"6112",1490,994000,44135681,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder",667,NA,NA,NA,NA,NA,NA,NA,NA
"6113",1490,994000,44135682,"1490 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate]",667,NA,NA,NA,NA,NA,NA,NA,NA
"6114",1490,249000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6115",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6116",1490,149000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6117",1490,99400,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6118",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6119",1490,19800,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6120",1490,198000,44135683,"1490 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea] by Swisse",133,167,133,13.3,133,NA,NA,NA,NA
"6121",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6122",1500,150000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6123",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6124",1500,20000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6125",1500,1e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6126",1500,2e+05,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6127",1500,251000,44135690,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / ... Oral Solution [Globucel-Tea]",133,167,133,13.3,133,NA,NA,NA,NA
"6128",1500,1e+06,44135692,"1500 MG Ascorbic Acid 667 MG/MG Oral Powder [Scorbatate]",667,NA,NA,NA,NA,NA,NA,NA,NA
"6129",1500,1e+06,44135694,"1500 MG Ascorbic Acid 667 MG/MG Oral Powder",667,NA,NA,NA,NA,NA,NA,NA,NA
"6130",1500,20000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6131",1500,150000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6132",1500,1e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6133",1500,251000,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6134",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6135",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6136",1500,2e+05,44135695,"1500 MG Arctostaphylos uva-ursi leaf extract 133 MG/MG / Burdock root extract 167 MG/MG / Cascara sagrada 133 MG/MG / Prunus cerasifera flower extract 13.3 MG/MG / SARSAPARILLA Preparation 133 MG/MG / sennosides, USP 100 MG/MG / ... Oral Solution",133,167,133,13.3,133,100,NA,NA,NA
"6137",1700,89900,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6138",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6139",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6140",1700,270000,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6141",1700,35000,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6142",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6143",1700,377,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6144",1700,72100,44135696,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / ... Oral Solution [Uratonex]",159,0.222,42.4,20.6,NA,NA,NA,NA,NA
"6145",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6146",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6147",1700,270000,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6148",1700,89900,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6149",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6150",1700,35000,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6151",1700,72100,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6152",1700,377,44135697,"1700 MG Arctostaphylos uva-ursi leaf extract 159 MG/MG / Betula pendula leaf extract 0.222 MG/MG / Calluna vulgaris flowering top extract 42.4 MG/MG / Equisetum arvense whole extract 20.6 MG/MG / Lime (Citrus) extract 42.4 MG/MG / ... Oral Solution",159,0.222,42.4,20.6,42.4,NA,NA,NA,NA
"6153",1990,498000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"6154",1990,299000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"6155",1990,199000,44135703,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution [Thunas Natural Aid]",150,250,100,NA,NA,NA,NA,NA,NA
"6156",1990,299000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"6157",1990,498000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"6158",1990,199000,44135704,"1990 MG Frangula alnus bark extract 150 MG/MG / sennosides, USP 250 MG/MG / Taraxacum officinale leaf extract 100 MG/MG Oral Solution",150,250,100,NA,NA,NA,NA,NA,NA
"6159",1990,597000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6160",1990,498,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6161",1990,199,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6162",1990,79600,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6163",1990,39800,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6164",1990,299000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6165",1990,19900,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6166",1990,199000,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6167",1990,79.6,44135705,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ... Oral Solution [Breathe Easy] Box of 20",40,0.04,300,0.1,100,NA,NA,NA,NA
"6168",1990,59700,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"6169",1990,299000,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"6170",1990,438000,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"6171",1990,99500,44135706,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20",30,220,50,150,NA,NA,NA,NA,NA
"6172",1990,19900,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6173",1990,39800,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6174",1990,299000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6175",1990,597000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6176",1990,498,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6177",1990,199,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6178",1990,79600,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6179",1990,79.6,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6180",1990,199000,44135707,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution",40,0.04,300,0.1,100,10,NA,NA,NA
"6181",1990,438000,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"6182",1990,99500,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"6183",1990,59700,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"6184",1990,299000,44135708,"1990 MG Cascara sagrada 30 MG/MG / Glycyrrhiza glabra extract 220 MG/MG / Linum catharticum extract 50 MG/MG / sennosides, USP 150 MG/MG Oral Solution Box of 20 by Traditional Medicinals",30,220,50,150,NA,NA,NA,NA,NA
"6185",1990,79.6,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6186",1990,79600,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6187",1990,199000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6188",1990,498,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6189",1990,39800,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6190",1990,299000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6191",1990,19900,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6192",1990,597000,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6193",1990,199,44135709,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / Fennel extract 100 MG/MG / ginger root 10 MG/MG / ... Oral Solution [Breathe Easy]",40,0.04,300,0.1,100,10,NA,NA,NA
"6194",1990,79600,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
"6195",1990,498,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
"6196",1990,79.6,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
"6197",1990,199,44135710,"1990 MG Asclepias tuberosa flowering top extract 40 MG/MG / Calendula officinalis extract 0.04 MG/MG / Ephedra sinica root extract 300 MG/MG / Eucalyptus oil 0.1 MG/MG / ... Oral Solution [Breathe Easy] Box of 20 by Traditional Medicinals",40,0.04,300,0.1,NA,NA,NA,NA,NA
