"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"5970",10300,2020000,44136104,"10300 MG Methylcellulose 196 MG/MG Oral Powder",196,NA,NA,NA,NA,NA,NA,NA,NA
"5971",10300,2020000,44136105,"10300 MG Methylcellulose 196 MG/MG Oral Powder [Prodiem Bulk Fibre Therapy]",196,NA,NA,NA,NA,NA,NA,NA,NA
"5972",10600,330000,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5973",10600,4e+05,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5974",10600,1e+06,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5975",10600,15100,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5976",10600,400,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5977",10600,60000,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5978",10600,4e+05,44136106,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder [Bseltzer]",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5979",10600,60000,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5980",10600,4e+05,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5981",10600,15100,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5982",10600,400,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5983",10600,1e+06,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5984",10600,330000,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5985",10600,4e+05,44136107,"10600 MG Ascorbic Acid 5.66 MG/MG / Calcium 94.3 MG/MG / Folic Acid 0.0377 MG/MG / Magnesium 37.7 MG/MG / Potassium 31.1 MG/MG / Vitamin D 37.7 UNT/MG / ZINC CITRATE 1.42 MG/MG Oral Powder",5.66,94.3,0.0377,37.7,31.1,1.42,NA,NA,NA
"5986",10800,29900,44136109,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily] by Reliv",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5987",10800,200,44136109,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily] by Reliv",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5988",10800,997,44136109,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily] by Reliv",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5989",10800,59800,44136109,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily] by Reliv",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5990",10800,29900,44136110,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5991",10800,200,44136110,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5992",10800,59800,44136110,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5993",10800,997,44136110,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5994",10800,200,44136111,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily]",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5995",10800,29900,44136111,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily]",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5996",10800,997,44136111,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily]",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5997",10800,59800,44136111,"10800 MG Ascorbic Acid 5.54 MG/MG / Folic Acid 0.0185 MG/MG / Vitamin B6 0.0923 MG/MG / Vitamin E 2.77 UNT/MG Oral Powder [Reliv So Sense Daily]",5.54,0.0185,0.0923,NA,NA,NA,NA,NA,NA
"5998",12000,3400000,44136112,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Fiber Laxative] by Perrigo",283,NA,NA,NA,NA,NA,NA,NA,NA
"5999",12000,3400000,44136113,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Naturcil Fibre Laxative]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6000",12000,3400000,44136114,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Naturcil Fibre Laxative] by Viva",283,NA,NA,NA,NA,NA,NA,NA,NA
"6001",12000,3400000,44136115,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Fibre Laxative Extra Smooth] by Viva",283,NA,NA,NA,NA,NA,NA,NA,NA
"6002",12000,3400000,44136116,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Vegacil Fibre Laxative] by Viva",283,NA,NA,NA,NA,NA,NA,NA,NA
"6003",12000,3400000,44136117,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Metamucil Smooth Texture] by Procter & Gamble",283,NA,NA,NA,NA,NA,NA,NA,NA
"6004",12000,3400000,44136118,"12000 MG Plantago Seed 283 MG/MG Oral Powder",283,NA,NA,NA,NA,NA,NA,NA,NA
"6005",12000,80000,44136119,"12000 MG Calcium 33.3 MG/MG / magnesium amino acid chelate 6.67 MG/MG Oral Powder",33.3,6.67,NA,NA,NA,NA,NA,NA,NA
"6006",12000,4e+05,44136119,"12000 MG Calcium 33.3 MG/MG / magnesium amino acid chelate 6.67 MG/MG Oral Powder",33.3,6.67,NA,NA,NA,NA,NA,NA,NA
"6007",12000,3400000,44136120,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Natural Source Fibre Laxative] by Stanley",283,NA,NA,NA,NA,NA,NA,NA,NA
"6008",12000,3400000,44136121,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Fibre Laxative Extra Smooth]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6009",12000,3400000,44136122,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Natural Source Fibre Laxative] by KSL",283,NA,NA,NA,NA,NA,NA,NA,NA
"6010",12000,3400000,44136123,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Fiber Laxative] by Wn",283,NA,NA,NA,NA,NA,NA,NA,NA
"6011",12000,4e+05,44136124,"12000 MG Calcium 33.3 MG/MG / magnesium amino acid chelate 6.67 MG/MG Oral Powder by Hillestad Usa",33.3,6.67,NA,NA,NA,NA,NA,NA,NA
"6012",12000,80000,44136124,"12000 MG Calcium 33.3 MG/MG / magnesium amino acid chelate 6.67 MG/MG Oral Powder by Hillestad Usa",33.3,6.67,NA,NA,NA,NA,NA,NA,NA
"6013",12000,3400000,44136125,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Natural Source Fibre Laxative]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6014",12000,3400000,44136126,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Fiber Laxative]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6015",12000,3400000,44136127,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Vegacil Fibre Laxative]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6016",12000,3400000,44136128,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Metamucil]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6017",12000,3400000,44136129,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Metamucil Smooth Texture]",283,NA,NA,NA,NA,NA,NA,NA,NA
"6018",12000,3400000,44136130,"12000 MG Plantago Seed 283 MG/MG Oral Powder [Metamucil] by Procter & Gamble",283,NA,NA,NA,NA,NA,NA,NA,NA
"6019",15000,2330000,44136131,"15000 MG Plantago Seed 243 MG/MG / RICE BRAN 155 MG/MG Oral Powder [Super Fiber Blend] by Nutrican",243,155,NA,NA,NA,NA,NA,NA,NA
"6020",15000,3650000,44136131,"15000 MG Plantago Seed 243 MG/MG / RICE BRAN 155 MG/MG Oral Powder [Super Fiber Blend] by Nutrican",243,155,NA,NA,NA,NA,NA,NA,NA
"6021",15000,25.1,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6022",15000,10000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6023",15000,1000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6024",15000,7.5,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6025",15000,551000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6026",15000,50,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6027",15000,100,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6028",15000,150000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6029",15000,15000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6030",15000,2e+05,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6031",15000,3500,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6032",15000,900,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6033",15000,1,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6034",15000,125000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6035",15000,5e+05,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6036",15000,9000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6037",15000,2510000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6038",15000,800,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6039",15000,1000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6040",15000,80,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6041",15000,50,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6042",15000,15000,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6043",15000,150,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6044",15000,650,44136132,"15000 MG Ascorbic Acid 10 MG/MG / Biotin 0.01 MG/MG / Calcium 36.7 MG/MG / chromic chloride 0.00333 MG/MG / Copper Sulfate 0.0667 MG/MG / Ferrous fumarate 0.6 MG/MG / Folic Acid 0.00667 MG/MG / ... Oral Powder [Reliv Now] by Reliv",10,0.01,36.7,0.00333,0.0667,0.6,0.00667,NA,NA
"6045",15000,50,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6046",15000,1e+06,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6047",15000,1e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6048",15000,1e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6049",15000,30,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6050",15000,2e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6051",15000,1e+05,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6052",15000,99000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6053",15000,401000,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6054",15000,50,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
"6055",15000,401,44136133,"15000 MG Ascorbic Acid 66.7 MG/MG / Beta Carotene 333 UNT/MG / Calcium Carbonate 0.05 MG/MG / Choline 6.67 MG/MG / CHROMIUM, CHELATED 0.00333 MG/MG / Ferrous fumarate 1.2 MG/MG / Folic Acid 0.0267 MG/MG / Inositol 6.67 MG/MG / ... Oral Powder",66.7,0.05,6.67,0.00333,1.2,0.0267,6.67,NA,NA
